store_id,nearest_station_id,distance
730,00002025,394
731,00007297,196
732,00006133,556
733,00004067,225
734,00001443,167
735,00005947,326
736,00005641,141
737,00007201,198
738,00007820,344
739,00005901,212
740,00004450,50
741,00004813,273
742,00007626,107
743,00007626,287
744,00005069,238
745,00004256,270
746,00006785,49
747,00007293,157
748,00004341,88
749,00004256,135
750,00003544,514
751,00008178,156
752,00007111,341
753,00003544,374
754,00008991,168
755,00001909,96
756,00003004,256
757,00003176,107
758,00007626,295
759,00004256,158
760,00005718,121
761,00009098,286
762,00004212,136
763,00001262,147
764,00000997,154
765,00005419,59
766,00009211,89
767,00001556,370
768,00008355,131
769,00005641,152
770,00007825,502
771,00008684,100
772,00005614,42
773,00004473,404
774,00004457,119
775,00004473,133
776,00004256,120
777,00009773,377
778,00004260,114
779,00005947,281
780,00005947,181
781,00007501,187
782,00009215,181
783,00009225,228
784,00006194,116
785,00007373,324
786,00004927,237
787,00005618,306
788,00004212,304
789,00006669,269
790,00004302,125
791,00008684,100
792,00006495,361
793,00004212,121
794,00008911,472
795,00007290,214
796,00005121,74
797,00003582,577
798,00004256,80
799,00001908,102
800,00004254,165
801,00004256,221
802,00003188,55
803,00006547,249
804,00008684,276
805,00006668,251
806,00002616,124
807,00001908,128
808,00005947,324
809,00005947,299
810,00004927,205
811,00001740,187
812,00002025,280
813,00006133,417
814,00004256,426
815,00009002,116
816,00002964,72
817,00006668,194
818,00001909,33
819,00008684,100
820,00003544,308
821,00008457,211
822,00000997,151
823,00001556,181
824,00008991,98
825,00001908,223
826,00006668,186
827,00003202,210
828,00005947,542
829,00007820,217
830,00007297,150
831,00005767,196
832,00006907,77
833,00003544,309
834,00005512,301
835,00004212,247
836,00002025,81
837,00008355,249
838,00009210,307
839,00008355,223
840,00001522,106
841,00007293,197
842,00004927,171
843,00004464,195
844,00006495,76
845,00003053,202
846,00005901,210
847,00002244,205
848,00005271,296
849,00009222,332
850,00001824,209
851,00004927,173
852,00004464,214
853,00004814,344
854,00008990,183
855,00006784,356
856,00004464,128
857,00004302,315
858,00004927,264
859,00004212,203
860,00002964,256
861,00004725,120
862,00003544,231
863,00004464,103
864,00004360,270
865,00002540,93
866,00002616,87
867,00004256,181
868,00007626,388
869,00005947,287
870,00004212,136
871,00005461,246
872,00001740,168
873,00009217,31
874,00008355,302
875,00008621,336
876,00004212,187
877,00004302,260
878,00001522,454
879,00006197,207
880,00007820,273
881,00001277,273
882,00009318,286
883,00008991,72
884,00002296,402
885,00009002,247
886,00000877,350
887,00005270,226
888,00005947,517
889,00002244,178
890,00005077,226
891,00006495,300
892,00002296,46
893,00001908,103
894,00005947,520
895,00002682,459
896,00001277,239
897,00009217,214
898,00001725,148
899,00004725,223
900,00001921,125
901,00006197,80
902,00008837,199
903,00005947,289
904,00002244,127
905,00007297,150
906,00002041,206
907,00000997,151
908,00005357,533
909,00005947,255
910,00003004,138
911,00009214,565
912,00002025,679
913,00003544,223
914,00001277,197
915,00004450,314
916,00008355,110
917,00009194,150
918,00006547,326
919,00001443,125
920,00003004,328
921,00001824,256
922,00002678,276
923,00007290,207
924,00004572,215
925,00004464,83
926,00004635,172
927,00004255,75
928,00001740,260
929,00005630,102
930,00002185,32
931,00003544,331
932,00006194,212
933,00007297,277
934,00003202,339
935,00006197,263
936,00003544,397
937,00004070,143
938,00008991,123
939,00007297,283
940,00008702,228
941,00001193,259
942,00001455,207
943,00004256,166
944,00002296,57
945,00005077,226
946,00009217,233
947,00009210,346
948,00003544,243
949,00002025,120
950,00004464,171
951,00007548,234
952,00004212,208
953,00007626,244
954,00000997,196
955,00004464,242
956,00002025,317
957,00003202,453
958,00001909,119
959,00004212,319
960,00001909,68
961,00009222,318
962,00007825,215
963,00005947,370
964,00005512,184
965,00007626,215
966,00007508,386
967,00001277,130
968,00005947,266
969,00005517,240
970,00005901,190
971,00004569,137
972,00000148,88
973,00005079,67
974,00008355,272
975,00005947,312
976,00009098,191
977,00002244,184
978,00003176,140
979,00005271,154
980,00007820,226
981,00009227,205
982,00009002,289
983,00009227,207
984,00005614,176
985,00004668,173
986,00009098,188
987,00004464,394
988,00004212,195
989,00005614,199
990,00002616,273
991,00004450,428
992,00007825,371
993,00003262,353
994,00003004,403
995,00005947,529
996,00004464,20
997,00004450,340
998,00003176,131
999,00003053,72
1000,00008684,242
1001,00004212,145
1002,00004813,297
1003,00005711,211
1004,00001443,234
1005,00004813,156
1006,00005517,202
1007,00001303,275
1008,00007548,266
1009,00004450,301
1010,00008457,115
1011,00005630,369
1012,00005371,252
1013,00009019,110
1014,00004905,83
1015,00005079,236
1016,00002964,92
1017,00004256,279
1018,00007508,423
1019,00005630,342
1020,00003544,257
1021,00004388,270
1022,00005506,140
1023,00007825,323
1024,00000148,88
1025,00005718,93
1026,00005506,105
1027,00006422,47
1028,00006137,153
1029,00001193,312
1030,00004813,286
1031,00005767,54
1032,00002300,209
1033,00004572,174
1034,00007018,274
1035,00006194,180
1036,00002292,325
1037,00002025,215
1038,00006495,229
1039,00006194,274
1040,00001725,174
1041,00001909,176
1042,00006907,169
1043,00005136,59
1044,00004464,71
1045,00001824,213
1046,00009227,245
1047,00001940,139
1048,00007626,285
1049,00004927,215
1050,00003544,252
1051,00004569,127
1052,00007548,265
1053,00001908,359
1054,00007018,216
1055,00007548,229
1056,00005506,108
1057,00008866,525
1058,00005947,559
1059,00001824,152
1060,00009217,138
1061,00004070,168
1062,00008684,137
1063,00004254,110
1064,00009224,334
1065,00004450,323
1066,00006194,252
1067,00004927,264
1068,00003544,235
1069,00004212,164
1070,00005947,179
1071,00004212,242
1072,00003508,595
1073,00004927,205
1074,00002300,137
1075,00008393,302
1076,00004927,233
1077,00003544,186
1078,00004450,362
1079,00001277,170
1080,00005947,163
1081,00002985,486
1082,00005561,158
1083,00005947,131
1084,00005947,437
1085,00008355,279
1086,00004212,381
1087,00000997,290
1088,00008684,149
1089,00007297,215
1090,00003330,111
1091,00005630,318
1092,00004212,203
1093,00007548,389
1094,00005641,204
1095,00008702,146
1096,00004212,208
1097,00005963,323
1098,00002300,75
1099,00005767,181
1100,00001824,133
1101,00009225,205
1102,00004464,248
1103,00009215,62
1104,00008457,99
1105,00007923,200
1106,00004302,261
1107,00005947,248
1108,00004070,222
1109,00002678,111
1110,00008991,143
1111,00008702,166
1112,00006907,111
1113,00002296,124
1114,00008702,160
1115,00001740,161
1116,00006137,193
1117,00005077,191
1118,00008527,177
1119,00007820,508
1120,00005947,278
1121,00007923,53
1122,00007825,357
1123,00004256,256
1124,00004260,182
1125,00007297,78
1126,00004450,146
1127,00005947,279
1128,00009445,59
1129,00001824,199
1130,00002540,229
1131,00006194,237
1132,00007825,475
1133,00003544,264
1134,00002244,131
1135,00005069,276
1136,00001522,273
1137,00006021,63
1138,00009002,167
1139,00002025,180
1140,00003004,321
1141,00005975,158
1142,00000813,23
1143,00003004,260
1144,00005718,107
1145,00005718,190
1146,00002292,377
1147,00008223,271
1148,00008889,326
1149,00007297,150
1150,00001909,200
1151,00000997,130
1152,00006668,277
1153,00004255,225
1154,00007626,210
1155,00004734,230
1156,00005947,192
1157,00001262,273
1158,00004985,71
1159,00007111,46
1160,00000841,62
1161,00003188,285
1162,00002025,204
1163,00001277,161
1164,00003494,374
1165,00005461,35
1166,00005517,116
1167,00004256,182
1168,00004212,274
1169,00004927,348
1170,00008990,133
1171,00005079,107
1172,00005767,283
1173,00008355,217
1174,00004212,69
1175,00005270,238
1176,00008684,111
1177,00009783,165
1178,00000108,118
1179,00007197,151
1180,00009217,53
1181,00005947,411
1182,00005947,374
1183,00005947,303
1184,00007843,200
1185,00005630,328
1186,00001909,122
1187,00004254,246
1188,00003004,487
1189,00004473,189
1190,00000148,146
